time(ms),x_accel,y_accel,z_accel
17990.291,-0.124054,-0.990921,-0.030441
18019.834,-0.115845,-0.970932,-0.041016
18049.377,-0.122528,-0.985657,-0.034119
18078.915,-0.135727,-0.976227,-0.077042
18108.462,-0.114532,-0.983795,-0.047684
18138.005,-0.154175,-0.981857,-0.049179
18167.547,-0.122849,-0.975189,-0.075378
18197.089,-0.12294,-0.971481,-0.073898
18226.63,-0.122482,-0.961166,-0.095032
18256.17,-0.122238,-0.981857,-0.09079
18285.715,-0.126617,-0.965332,-0.113007
18315.257,-0.156281,-0.973831,-0.117538
18344.797,-0.14357,-0.966644,-0.127365
18374.338,-0.12825,-0.979706,-0.108292
18403.877,-0.128723,-0.980362,-0.114883
18433.402,-0.107864,-0.976776,-0.09491
18462.961,-0.121674,-0.97966,-0.094849
18492.504,-0.115936,-0.971481,-0.117966
18522.048,-0.121292,-0.971298,-0.120758
18551.593,-0.122742,-0.985962,-0.128906
18581.135,-0.126617,-0.960709,-0.111572
18610.676,-0.102783,-0.993164,-0.128296
18640.221,-0.072601,-0.972122,-0.107376
18669.764,-0.116013,-0.982315,-0.103455
18699.308,-0.096085,-0.98259,-0.098114
18728.85,-0.117111,-0.989105,-0.106064
18758.392,-0.109055,-0.954025,-0.169922
